Jurisdicción,CUE Anexo,Nombre,Sector,Estado,Ámbito,Domicilio,CP,Teléfono,Código Localidad,Localidad,Departamento,E-mail,Ed. Común,Ed. Especial,Ed. de Jóvenes y Adultos,Ed. Artística,Ed. Hospitalaria Domiciliaria,Ed. Intercultural Bilingüe,Ed. Contexto de Encierro,Jardín maternal,Jardín de infantes,Primaria,Secundaria,Secundaria Técnica (INET),Superior no Universitario,Superior No Universitario (INET),dpto_link,Address,Address_2,Address_3,lng,lat,id
Buenos Aires,61771700,ESCUELA SECUNDARIA Nº77,Estatal,Activo,Urbano,44 Y 155 S/N  ,1900,479-9771,6441026,LA PLATA,LA PLATA,es45laplata@gmail.com; andreaagustoni@hotmail.com; obs0010045@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06441,"44 Y 155 S/N  , LA PLATA, LA PLATA, Buenos Aires, Argentina","44 Y 155 S/N  , LA PLATA, LA PLATA, Buenos Aires, Argentina","44 Y 155 , LA PLATA, Buenos Aires, Argentina",-57.947241,-34.9033732,Ei1Bdi4gNDQgMTU1LCBMYSBQbGF0YSwgQnVlbm9zIEFpcmVzLCBBcmdlbnRpbmE
Buenos Aires,61771701,ANEXO I DE ESCUELA SECUNDARIA Nº77,Estatal,Activo,Urbano,170 ESQ. 43 y 44 S/N  EL RETIRO,1900,479-0986,6441026,LA PLATA,LA PLATA,sebastiansandroni@gmail.com; obs0010038@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06441,"170 ESQ. 43 y 44 S/N  EL RETIRO, LA PLATA, LA PLATA, Buenos Aires, Argentina","170 ESQ. 43 y 44 S/N  EL RETIRO, LA PLATA, LA PLATA, Buenos Aires, Argentina","170 ESQ. 43 y 44 , LA PLATA, Buenos Aires, Argentina",-57.5517481,-38.0624381,Ej9HaWFjb2JpbmkgJiBQdcOhbiwgQjc2MDMgTWFyIGRlbCBQbGF0YSwgQnVlbm9zIEFpcmVzLCBBcmdlbnRpbmE
Buenos Aires,61772000,ESCUELA SECUNDARIA Nº42,Estatal,Activo,Urbano,452 Y 26 S/N  ,1896,472-4856,6441043,City Bell,LA PLATA,marcelavitiello@yahoo.com.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06441,"452 Y 26 S/N  , City Bell, LA PLATA, Buenos Aires, Argentina","452 Y 26 S/N  , City Bell, LA PLATA, Buenos Aires, Argentina","452 Y 26 , LA PLATA, Buenos Aires, Argentina",-58.0572973,-34.884629,EjZDYWxsZSAyNiA0NTIsIEIxODk2IENpdHkgQmVsbCwgQnVlbm9zIEFpcmVzLCBBcmdlbnRpbmE
Buenos Aires,61772100,ESCUELA SECUNDARIA Nº76,Estatal,Activo,Urbano,RUTA 36 KM 54 S/N  ,1903,491-7917,6441001,ABASTO,LA PLATA,escsecundaria49@yahoo.com.ar; obs0010049@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06441,"RUTA 36 KM 54 S/N  , ABASTO, LA PLATA, Buenos Aires, Argentina","RUTA 36 KM 54 S/N  , ABASTO, LA PLATA, Buenos Aires, Argentina","RUTA 36 KM 54 , LA PLATA, Buenos Aires, Argentina",-58.0564444,-34.9791766,EjFSUDM2IDU0LCBCMTkwM0FCTyBBYmFzdG8sIEJ1ZW5vcyBBaXJlcywgQXJnZW50aW5h
Buenos Aires,61772300,ESCUELA SECUNDARIA BASICA Nº49,Estatal,Activo,Urbano,137 Y 86 S/N  CAMPO BERRO,1900,450-2588,6441026,LA PLATA,LA PLATA,marcosrosenfeld11@gmail.com; secundaria49lp@hotmail.com,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06441,"137 Y 86 S/N  CAMPO BERRO, LA PLATA, LA PLATA, Buenos Aires, Argentina","137 Y 86 S/N  CAMPO BERRO, LA PLATA, LA PLATA, Buenos Aires, Argentina","137 Y 86 , LA PLATA, Buenos Aires, Argentina",-57.9445654,-34.9704647,EjlDYWxsZSA4NiAmIENhbGxlIDEzNywgTG9zIEhvcm5vcywgQnVlbm9zIEFpcmVzLCBBcmdlbnRpbmE
Buenos Aires,61772400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº89,Estatal,Activo,Urbano,140 E/ 43 Y 44 S/N  SAN CARLOS,1900,470-7918,6441026,LA PLATA,LA PLATA,irenesatas@hotmail.com; obs0010052@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06441,"140 E/ 43 Y 44 S/N  SAN CARLOS, LA PLATA, LA PLATA, Buenos Aires, Argentina","140 140 E/ 43 Y 44 S/N  SAN CARLOS, LA PLATA, LA PLATA, Buenos Aires, Argentina","140 140 E/ 43 Y 44 , LA PLATA, Buenos Aires, Argentina",-57.9895833,-34.9420519,EjdDYWxsZSAxNDAgJiBBdi4gNDQsIFNhbiBDYXJsb3MsIEJ1ZW5vcyBBaXJlcywgQXJnZW50aW5h
Buenos Aires,61772500,ESCUELA SECUNDARIA Nº84,Estatal,Activo,Urbano,508 E/157 Y 158 S/N  SAN VICENTE,1902,478-1532/1006,6441021,JOAQUIN GORINA,LA PLATA,esb53gorina@yahoo.com.ar; obs0010053@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06441,"508 E/157 Y 158 S/N  SAN VICENTE, JOAQUIN GORINA, LA PLATA, Buenos Aires, Argentina","508 508 E/157 Y 158 S/N  SAN VICENTE, JOAQUIN GORINA, LA PLATA, Buenos Aires, Argentina","508 508 E/157 Y 158 , LA PLATA, Buenos Aires, Argentina",-57.587472,-38.0133352,EjhJbnQuIENhbXVzc28gNTA4LCBNYXIgZGVsIFBsYXRhLCBCdWVub3MgQWlyZXMsIEFyZ2VudGluYQ
Buenos Aires,61772600,ESC. SECUNDARIA BASICA Nº54,Estatal,Activo,Urbano,526 BIS Y 16. S/N  ,1900,422-1885,6441026,LA PLATA,LA PLATA,esb54laplata@yahoo.com.ar; obs0010054@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06441,"526 BIS Y 16. S/N  , LA PLATA, LA PLATA, Buenos Aires, Argentina","526 BIS Y 16. S/N  , LA PLATA, LA PLATA, Buenos Aires, Argentina","526 BIS Y 16. , LA PLATA, Buenos Aires, Argentina",-57.9843906,-34.9043516,EjlDYWxsZSA1MjYgQmlzICYgQ2FsbGUgMTYsIFRvbG9zYSwgQnVlbm9zIEFpcmVzLCBBcmdlbnRpbmE
Buenos Aires,61772700,ESC. SECUNDARIA BASICA Nº55,Estatal,Activo,Urbano,42 E/ 12 Y 13 S/N  ,1900,4250374/4834879,6441026,LA PLATA,LA PLATA,marcela00_mm@hotmail.com; obs0010055@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06441,"42 E/ 12 Y 13 S/N  , LA PLATA, LA PLATA, Buenos Aires, Argentina","42 42 E/ 12 Y 13 S/N  , LA PLATA, LA PLATA, Buenos Aires, Argentina","42 42 E/ 12 Y 13 , LA PLATA, Buenos Aires, Argentina",-57.9729996,-34.9058206,Ei5DYWxsZSAxMiA0MiwgTGEgUGxhdGEsIEJ1ZW5vcyBBaXJlcywgQXJnZW50aW5h
Buenos Aires,61772900,ESCUELA SECUNDARIA Nº67,Estatal,Activo,Urbano,408 Y CNO. GRAL BELGRANO 2896  ,1894,474-2854,6441062,VILLA ELISA,LA PLATA,secundaria57@gmail.com; nancypanisal@hotmail.com; obs0010057@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06441,"408 Y CNO. GRAL BELGRANO 2896  , VILLA ELISA, LA PLATA, Buenos Aires, Argentina","408 Y CNO. GRAL BELGRANO 2896  , VILLA ELISA, LA PLATA, Buenos Aires, Argentina","408 Y CNO. GRAL BELGRANO 2896, LA PLATA, Buenos Aires, Argentina",-58.0923121,-34.8715397,Ej9DYW1pbm8gR3JhbC4gQmVsZ3Jhbm8gNDA4LCBWaWxsYSBFbGlzYSwgQnVlbm9zIEFpcmVzLCBBcmdlbnRpbmE
